Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
X3,2022,Europe,Silver,Hybrid,Automatic,4.8,165231,72593,4877,Low
3 Series,2023,Asia,Red,Diesel,Manual,3.1,39466,101930,4570,Low
M5,2021,Asia,White,Electric,Manual,4.9,78179,70403,7365,High
X1,2024,South America,Silver,Petrol,Manual,4.7,160411,76189,1131,Low
i8,2010,Europe,White,Petrol,Automatic,4.7,165927,114137,923,Low
X1,2023,Africa,White,Hybrid,Automatic,4.6,136514,94933,4533,Low
X3,2023,North America,Blue,Hybrid,Automatic,3.9,162596,89574,7612,High
X1,2013,Middle East,Silver,Electric,Automatic,1.6,78178,101679,3344,Low
i3,2019,South America,White,Electric,Manual,1.6,151998,110953,6928,Low
X6,2016,Middle East,Red,Petrol,Automatic,3.8,151865,74845,8291,High
M5,2023,Middle East,Grey,Electric,Automatic,3.2,177722,90483,8800,High
M3,2014,Asia,Grey,Electric,Automatic,4.6,133780,88568,7632,High
M3,2014,Middle East,Black,Petrol,Automatic,4.4,71014,106337,5749,Low
i8,2013,Asia,White,Electric,Manual,2.0,100480,113894,3656,Low
M3,2011,Africa,White,Electric,Automatic,4.9,119981,95058,1840,Low
i3,2013,Asia,Red,Electric,Automatic,1.7,160894,95155,7603,High
X1,2019,Africa,Red,Petrol,Automatic,4.7,91038,99809,4751,Low
5 Series,2019,Asia,Red,Hybrid,Manual,4.8,2622,113545,2723,Low
X3,2017,North America,Black,Hybrid,Automatic,1.6,192794,98338,2964,Low
X5,2013,South America,Grey,Petrol,Manual,3.5,149677,95650,3481,Low
7 Series,2017,North America,Red,Electric,Automatic,2.2,154172,95673,9015,High
i3,2010,Europe,Blue,Hybrid,Automatic,3.7,101647,96374,8225,High
X1,2013,Middle East,White,Electric,Manual,2.2,54388,96502,423,Low
X1,2017,North America,Red,Diesel,Automatic,2.4,184511,77086,9589,High
i8,2021,Europe,Grey,Electric,Automatic,3.4,157823,114472,2087,Low
i8,2011,Asia,White,Hybrid,Automatic,2.5,62983,93444,6870,Low
5 Series,2021,Middle East,Red,Diesel,Automatic,4.0,106679,97853,1474,Low
3 Series,2010,Africa,Red,Diesel,Automatic,4.1,123015,105114,8248,High
7 Series,2022,Africa,Black,Diesel,Automatic,4.1,56534,95164,9770,High
i8,2020,Africa,White,Electric,Manual,1.5,78999,107597,7217,High
X5,2012,Middle East,White,Diesel,Automatic,2.8,130556,88294,9092,High
i3,2017,Asia,Black,Electric,Manual,2.1,161500,83062,4684,Low
M5,2020,Europe,Grey,Hybrid,Automatic,4.0,182203,98363,9468,High
X6,2021,Europe,Blue,Hybrid,Automatic,3.3,184003,80549,5976,Low
M5,2022,South America,White,Petrol,Manual,4.8,151188,101717,8168,High
7 Series,2024,North America,Blue,Diesel,Manual,2.5,88984,94328,9831,High
i3,2023,North America,Blue,Electric,Manual,3.6,11604,104168,1755,Low
i3,2011,Middle East,Blue,Petrol,Automatic,2.0,139395,82166,8969,High
i3,2011,North America,Red,Diesel,Manual,2.3,145432,90524,9651,High
X5,2012,North America,Red,Hybrid,Automatic,1.8,19879,119903,3241,Low
X3,2016,Asia,Grey,Diesel,Automatic,2.9,37382,97089,4428,Low
X1,2010,Middle East,Grey,Diesel,Manual,4.5,26493,107374,6025,Low
5 Series,2022,North America,Grey,Hybrid,Manual,3.8,121263,78058,7928,High
X3,2019,Africa,Black,Petrol,Automatic,3.3,67674,93953,3640,Low
M3,2023,Europe,Red,Petrol,Automatic,1.7,159433,83009,215,Low
X6,2011,Asia,Red,Hybrid,Automatic,3.9,53224,116905,371,Low
X5,2018,South America,Red,Electric,Manual,3.0,29294,112830,2768,Low
5 Series,2016,Asia,Blue,Petrol,Automatic,2.3,113868,113702,6803,Low
7 Series,2013,Europe,Grey,Diesel,Manual,3.0,64985,80565,1887,Low
M5,2019,Europe,Blue,Petrol,Automatic,4.6,124983,114539,5359,Low
7 Series,2014,North America,Red,Hybrid,Automatic,4.4,165056,117738,6126,Low
M5,2011,Middle East,White,Electric,Manual,4.8,158280,98458,5606,Low
M5,2022,Africa,Grey,Petrol,Manual,2.6,185369,108495,197,Low
i3,2022,North America,White,Petrol,Automatic,1.6,157485,94162,1830,Low
X6,2018,Europe,White,Electric,Manual,2.9,47917,100635,6917,Low
M3,2014,South America,Red,Petrol,Manual,4.7,108564,74783,9260,High
7 Series,2022,North America,Black,Diesel,Automatic,3.3,3023,85017,9775,High
X3,2019,Africa,White,Petrol,Automatic,3.2,88336,95330,1903,Low
M3,2014,Europe,Red,Petrol,Automatic,4.7,177247,75199,6032,Low
5 Series,2018,South America,White,Petrol,Manual,3.5,117487,74599,370,Low
7 Series,2017,Europe,Silver,Electric,Manual,2.4,93249,83021,4500,Low
X3,2012,South America,Silver,Hybrid,Manual,1.6,97006,118641,6923,Low
X1,2010,Asia,Red,Diesel,Manual,2.7,198600,100180,8350,High
X6,2013,South America,Blue,Electric,Automatic,1.6,172249,86584,5441,Low
i3,2011,Middle East,Red,Electric,Manual,3.6,134576,114475,5900,Low
X1,2010,Africa,White,Hybrid,Manual,3.3,46370,94337,5174,Low
7 Series,2016,South America,Black,Petrol,Manual,4.2,166971,106356,7310,High
5 Series,2016,Africa,Silver,Hybrid,Manual,4.2,22952,119557,9478,High
7 Series,2023,Middle East,Grey,Petrol,Manual,3.3,138440,107095,8621,High
M5,2014,Middle East,White,Diesel,Automatic,2.8,46000,103494,796,Low
7 Series,2021,Middle East,Grey,Electric,Automatic,4.9,121064,109197,789,Low
X5,2016,Africa,Black,Electric,Automatic,3.4,117486,87403,4619,Low
X6,2022,Africa,Silver,Diesel,Automatic,2.6,151529,88249,4363,Low
X3,2018,North America,Black,Diesel,Automatic,3.8,51425,95134,1389,Low
M3,2010,South America,Grey,Electric,Automatic,4.2,18409,72000,7780,High
M3,2023,North America,Black,Hybrid,Manual,2.5,123160,102305,3627,Low
X1,2013,Africa,Red,Diesel,Automatic,3.8,149031,91146,1446,Low
3 Series,2015,Europe,Grey,Hybrid,Automatic,3.9,74034,86015,2231,Low
X3,2012,Middle East,White,Diesel,Manual,4.5,147898,90928,9037,High
5 Series,2010,Europe,Silver,Petrol,Manual,4.2,114337,105608,8257,High
X3,2013,North America,Red,Electric,Automatic,3.8,24884,111712,4882,Low
3 Series,2018,North America,White,Hybrid,Automatic,3.3,38460,76111,703,Low
X6,2012,Europe,Grey,Diesel,Automatic,4.9,194801,84285,5711,Low
7 Series,2021,Asia,Grey,Petrol,Automatic,3.9,22072,118835,5134,Low
i3,2021,North America,Silver,Hybrid,Automatic,4.7,89491,87082,5177,Low
X6,2023,North America,White,Electric,Automatic,2.5,100722,104125,2212,Low
X3,2024,Africa,Blue,Hybrid,Manual,1.5,84641,111418,3378,Low
X6,2013,Asia,Silver,Petrol,Automatic,2.2,12341,100299,3667,Low
3 Series,2019,Africa,Blue,Diesel,Manual,2.6,156916,82381,8241,High
X5,2024,South America,Blue,Electric,Automatic,4.4,199,114283,3120,Low
7 Series,2014,Africa,Grey,Diesel,Automatic,3.8,186802,96987,4362,Low
X6,2013,Asia,Black,Electric,Automatic,2.8,167664,95762,978,Low
3 Series,2020,South America,Silver,Diesel,Manual,4.5,21043,98873,9264,High
i3,2013,North America,Grey,Petrol,Automatic,1.8,101623,80525,6481,Low
7 Series,2014,Middle East,Black,Petrol,Manual,2.6,103494,113211,7490,High
5 Series,2018,Asia,Silver,Electric,Automatic,3.8,103055,119290,3018,Low
X1,2016,Middle East,Grey,Electric,Automatic,2.2,188180,115174,8701,High
5 Series,2022,North America,Red,Petrol,Manual,1.9,125825,109008,1258,Low
X5,2019,Europe,Silver,Petrol,Manual,3.9,73732,99005,6990,Low
X5,2019,Middle East,Grey,Hybrid,Automatic,2.8,132020,95587,5083,Low
7 Series,2024,North America,Red,Diesel,Manual,2.2,54277,81746,8811,High
M5,2019,Middle East,White,Petrol,Automatic,3.5,50494,113907,9224,High
i3,2014,South America,Black,Hybrid,Manual,1.5,10138,90196,3804,Low
X3,2012,Africa,White,Electric,Manual,4.0,191413,78281,4594,Low
5 Series,2022,Africa,Blue,Electric,Automatic,2.2,102335,113697,3810,Low
X6,2020,Europe,Blue,Diesel,Manual,4.1,137108,89344,8818,High
M5,2020,South America,Red,Petrol,Manual,4.3,169167,92844,8614,High
5 Series,2011,South America,Blue,Electric,Manual,1.9,49153,96884,7612,High
7 Series,2021,South America,Silver,Hybrid,Automatic,2.7,139793,89889,2574,Low
5 Series,2018,South America,White,Electric,Manual,3.7,187426,118546,8719,High
7 Series,2019,Asia,Red,Petrol,Manual,4.3,179149,78337,4477,Low
M3,2019,North America,Blue,Petrol,Manual,3.4,4857,104893,9900,High
M3,2021,Europe,Grey,Diesel,Automatic,3.5,84049,85372,1724,Low
7 Series,2010,Asia,Black,Electric,Manual,4.3,64338,117253,5167,Low
7 Series,2023,North America,Silver,Diesel,Automatic,4.6,9701,92196,8322,High
5 Series,2022,Europe,Silver,Diesel,Manual,2.3,111160,113726,7489,High
X3,2017,North America,Silver,Hybrid,Automatic,2.4,79307,76966,6662,Low
7 Series,2018,Europe,Blue,Electric,Manual,4.4,93711,71486,789,Low
i8,2011,North America,Red,Diesel,Automatic,2.9,3475,74501,1068,Low
X3,2020,Middle East,Silver,Petrol,Automatic,2.7,166020,78675,9153,High
M3,2019,Asia,Red,Petrol,Automatic,4.9,187708,82112,1457,Low
5 Series,2011,North America,Red,Diesel,Automatic,4.7,71582,109162,7163,High
7 Series,2015,North America,Silver,Petrol,Manual,2.7,48190,76513,9826,High
3 Series,2012,South America,Blue,Petrol,Automatic,1.5,16727,118687,8639,High
i3,2017,Europe,Red,Electric,Automatic,2.9,91260,119648,1619,Low
i3,2022,South America,White,Electric,Automatic,3.3,134766,86577,6215,Low
X1,2010,Middle East,White,Diesel,Manual,1.9,101542,101559,5894,Low
X1,2013,North America,Black,Electric,Automatic,4.4,11643,70164,5456,Low
7 Series,2010,Middle East,Red,Petrol,Automatic,2.8,199290,102260,2200,Low
X5,2018,Middle East,Grey,Petrol,Manual,4.7,163376,79389,6034,Low
X5,2022,Africa,Red,Diesel,Automatic,1.7,139011,98740,7050,High
5 Series,2013,Europe,Grey,Petrol,Manual,2.4,38281,84501,8836,High
X1,2015,Middle East,Blue,Petrol,Manual,3.8,62335,89768,5239,Low
X3,2016,North America,Silver,Petrol,Automatic,2.0,198074,105970,6821,Low
i8,2019,Europe,Black,Hybrid,Manual,3.6,136556,78109,5215,Low
3 Series,2012,North America,Silver,Petrol,Manual,3.0,40000,79236,9303,High
X3,2016,Middle East,Red,Hybrid,Manual,2.7,81599,104110,224,Low
i8,2023,Europe,Black,Electric,Automatic,2.2,91651,73424,7060,High
X1,2012,South America,Blue,Electric,Automatic,3.6,128637,76331,6934,Low
i8,2011,Asia,Silver,Electric,Automatic,4.6,195288,85282,2967,Low
i8,2013,Middle East,Red,Electric,Automatic,2.8,68617,99825,6709,Low
X1,2021,South America,Silver,Hybrid,Automatic,3.1,51316,82274,7063,High
X6,2024,Africa,Blue,Petrol,Automatic,3.2,177835,72395,1626,Low
7 Series,2016,South America,Grey,Petrol,Automatic,1.6,66213,70094,5446,Low
i8,2010,Europe,White,Diesel,Automatic,2.6,191717,88283,7317,High
X6,2022,Asia,Grey,Petrol,Automatic,3.5,193767,116538,8197,High
X6,2021,South America,Black,Hybrid,Manual,3.5,195411,77593,9885,High
X6,2018,North America,Grey,Diesel,Automatic,4.0,110555,107478,5061,Low
M3,2017,Asia,Red,Electric,Manual,1.9,66132,71125,6440,Low
M5,2010,Africa,White,Hybrid,Automatic,4.1,140387,80402,4766,Low
i8,2014,Africa,Blue,Diesel,Manual,3.0,85535,113241,9160,High
i8,2019,North America,Red,Petrol,Automatic,1.6,47716,101190,6161,Low
7 Series,2021,Europe,Red,Electric,Automatic,2.3,157562,70841,6858,Low
X1,2022,South America,Silver,Diesel,Manual,3.7,116511,89012,7077,High
5 Series,2022,North America,Blue,Electric,Automatic,2.8,97363,87814,1206,Low
i8,2024,Middle East,Black,Petrol,Automatic,2.4,92454,118386,8677,High
X1,2015,South America,Blue,Diesel,Automatic,3.7,169138,94948,3389,Low
X6,2020,Middle East,Black,Petrol,Automatic,4.6,102694,89134,9161,High
3 Series,2021,Europe,Red,Hybrid,Manual,3.3,48443,93579,4695,Low
M3,2013,Middle East,Blue,Hybrid,Manual,2.3,124441,93080,6979,Low
M3,2012,Asia,Blue,Electric,Manual,3.1,59715,106799,7318,High
7 Series,2012,Middle East,Blue,Electric,Manual,3.9,81509,110453,3265,Low
X1,2013,Middle East,Blue,Petrol,Automatic,2.3,197229,103605,1284,Low
7 Series,2018,Africa,Blue,Petrol,Automatic,4.9,179353,83743,5076,Low
i8,2024,North America,Silver,Hybrid,Automatic,3.4,31725,85692,3638,Low
X1,2018,North America,Black,Diesel,Automatic,1.6,55366,94893,171,Low
X1,2010,Europe,Black,Electric,Manual,4.6,147607,104754,1526,Low
i8,2024,Middle East,Grey,Petrol,Manual,2.2,176945,71133,3712,Low
X1,2015,Europe,Black,Electric,Manual,4.4,117408,118444,395,Low
3 Series,2018,Europe,Red,Diesel,Manual,5.0,93784,106740,398,Low
i8,2021,South America,Blue,Petrol,Automatic,2.6,60409,106759,7792,High
i8,2017,North America,Blue,Hybrid,Automatic,4.1,33338,106667,6742,Low
X6,2017,Europe,Red,Petrol,Automatic,4.4,68925,101449,8963,High
M3,2021,North America,Grey,Hybrid,Automatic,4.9,106579,73418,2040,Low
X5,2017,Asia,Silver,Petrol,Automatic,2.3,81670,73274,7702,High
X1,2021,North America,Silver,Hybrid,Automatic,2.3,131445,108107,4883,Low
X6,2013,Africa,Black,Diesel,Automatic,3.9,153804,115317,5523,Low
i3,2019,Europe,Black,Petrol,Manual,3.4,26966,118571,3768,Low
i3,2021,Middle East,Red,Diesel,Automatic,3.5,18186,105635,1127,Low
X1,2021,Asia,Red,Hybrid,Manual,4.0,38752,119552,5485,Low
M3,2018,Europe,Black,Hybrid,Manual,3.1,97253,97324,9357,High
M5,2020,Middle East,White,Hybrid,Manual,2.6,93969,94689,356,Low
i3,2015,North America,Silver,Hybrid,Manual,2.2,49755,86534,7926,High
7 Series,2024,Africa,Silver,Diesel,Manual,2.2,177640,109434,1288,Low
M5,2010,Africa,Black,Petrol,Manual,2.8,185177,70027,4578,Low
M3,2018,North America,Grey,Diesel,Automatic,1.6,120157,117237,8586,High
3 Series,2010,North America,Silver,Hybrid,Manual,2.5,136265,98452,7885,High
7 Series,2013,Middle East,Red,Diesel,Automatic,3.8,107778,103737,2794,Low
i3,2022,South America,Grey,Hybrid,Automatic,3.5,174985,117256,1633,Low
5 Series,2022,Europe,Blue,Petrol,Manual,1.5,199153,117801,9807,High
X1,2015,South America,White,Hybrid,Automatic,2.5,40390,104445,4724,Low
X3,2011,Europe,Blue,Hybrid,Manual,2.0,17853,97419,6984,Low
i8,2012,Middle East,White,Petrol,Automatic,1.9,97697,110826,6713,Low
X1,2014,Africa,Silver,Diesel,Automatic,4.9,25752,70903,3054,Low
M5,2018,Europe,Grey,Electric,Automatic,3.3,122375,101165,9984,High
7 Series,2011,Asia,Grey,Petrol,Automatic,4.1,108596,101241,1535,Low
5 Series,2017,Europe,Red,Petrol,Manual,2.3,33003,92479,2183,Low
3 Series,2023,North America,Grey,Diesel,Automatic,4.4,77275,114474,4347,Low
M3,2022,Europe,Grey,Petrol,Manual,2.8,160092,107369,8924,High
X3,2014,South America,White,Hybrid,Manual,4.1,29824,89522,7315,High
3 Series,2017,Asia,Black,Diesel,Automatic,1.9,187381,86050,835,Low
5 Series,2010,Asia,Blue,Hybrid,Manual,2.4,41747,91955,7263,High
5 Series,2015,Europe,Black,Hybrid,Automatic,2.9,117221,92183,1903,Low
3 Series,2010,Middle East,Blue,Diesel,Automatic,1.7,149295,109920,6039,Low
X6,2024,Africa,Silver,Hybrid,Automatic,4.1,20712,80949,3613,Low
M3,2010,Asia,Blue,Hybrid,Automatic,3.3,141383,84591,8926,High
X3,2014,Middle East,Grey,Petrol,Automatic,3.0,43177,98481,8961,High
3 Series,2024,Africa,Black,Hybrid,Manual,1.7,175447,81565,8031,High
X6,2015,Africa,Black,Diesel,Manual,2.8,75754,97287,8677,High
X5,2020,South America,Grey,Hybrid,Automatic,2.2,44749,75453,4269,Low
X1,2020,Africa,Grey,Diesel,Manual,4.8,45000,79080,3621,Low
X6,2022,Middle East,White,Diesel,Manual,2.5,93721,98297,4590,Low
i8,2011,Africa,Red,Hybrid,Automatic,2.8,125267,108465,9086,High
X5,2024,Asia,Silver,Hybrid,Automatic,3.7,58429,78458,2300,Low
5 Series,2010,North America,Black,Electric,Manual,1.7,191728,112676,8052,High
3 Series,2016,Europe,Silver,Electric,Manual,2.2,3517,111150,5431,Low
3 Series,2015,Middle East,Black,Electric,Automatic,2.2,103203,90629,503,Low
3 Series,2021,Europe,Blue,Petrol,Manual,3.9,14099,99184,421,Low
X5,2010,South America,Blue,Diesel,Manual,4.4,18925,82819,1701,Low
3 Series,2014,North America,Red,Diesel,Automatic,4.0,49607,119039,9021,High
X6,2014,Asia,Black,Petrol,Manual,4.7,165214,113268,1777,Low
X5,2015,Africa,Silver,Petrol,Manual,1.7,40365,119178,3290,Low
X5,2012,Africa,Silver,Hybrid,Manual,2.1,121128,74402,5427,Low
i8,2014,North America,Black,Diesel,Automatic,2.2,147408,104408,4135,Low
X1,2023,Middle East,Grey,Petrol,Automatic,2.6,174282,102510,1523,Low
X5,2012,Asia,Silver,Hybrid,Automatic,4.4,148264,117863,632,Low
X6,2013,Asia,Silver,Electric,Manual,2.6,144099,97680,4229,Low
5 Series,2023,North America,Blue,Petrol,Automatic,1.9,139301,85255,4180,Low
M3,2010,Middle East,Red,Electric,Automatic,3.7,68021,82369,1538,Low
5 Series,2017,North America,Blue,Hybrid,Manual,1.6,25648,98830,4752,Low
i3,2021,Asia,White,Diesel,Manual,3.1,197135,85400,2031,Low
X3,2017,Middle East,Grey,Petrol,Manual,4.4,111188,83045,6111,Low
M5,2015,Asia,White,Electric,Automatic,3.9,140787,73348,3867,Low
X1,2012,Africa,Silver,Petrol,Automatic,1.6,27620,104449,4281,Low
X6,2020,South America,White,Diesel,Manual,3.8,112386,112855,758,Low
i3,2021,North America,Red,Petrol,Automatic,2.0,183969,76608,5680,Low
X6,2021,Europe,Blue,Petrol,Manual,2.0,10405,117454,6238,Low
M5,2023,Asia,Grey,Diesel,Manual,1.6,199654,98512,3277,Low
M3,2020,Asia,Black,Petrol,Automatic,1.9,29414,102395,7612,High
X1,2010,Asia,Black,Petrol,Manual,3.7,186331,83078,281,Low
X5,2024,Asia,Red,Hybrid,Automatic,2.5,163839,100168,3599,Low
X3,2016,North America,Blue,Petrol,Manual,4.3,192201,105953,6089,Low
7 Series,2014,South America,Grey,Electric,Automatic,2.5,100505,100170,2565,Low
i8,2011,Middle East,Blue,Hybrid,Manual,2.7,161159,86772,3104,Low
3 Series,2020,Middle East,Black,Hybrid,Automatic,2.2,177553,79735,6990,Low
X1,2012,North America,White,Diesel,Manual,2.4,32456,70223,2892,Low
M3,2016,Europe,Blue,Hybrid,Automatic,4.4,64277,116021,1162,Low
5 Series,2015,Africa,Grey,Hybrid,Automatic,2.1,195217,109378,2031,Low
i3,2015,Middle East,White,Diesel,Automatic,2.6,27808,88667,1033,Low
5 Series,2011,Asia,Blue,Electric,Manual,3.4,136111,116608,9309,High
X1,2011,Middle East,Blue,Petrol,Automatic,3.1,92207,70535,9807,High
5 Series,2011,Asia,Black,Petrol,Manual,1.9,192897,114056,9932,High
X3,2024,Middle East,Black,Petrol,Automatic,3.5,8217,115703,2498,Low
X3,2020,Africa,Silver,Petrol,Manual,4.6,158864,93416,2177,Low
3 Series,2012,Africa,White,Petrol,Manual,4.4,38147,81801,3206,Low
7 Series,2024,North America,White,Hybrid,Automatic,1.8,43016,109011,1918,Low
X5,2011,Asia,Blue,Petrol,Automatic,2.2,84467,81092,9627,High
i8,2015,Asia,Black,Hybrid,Automatic,4.5,107844,83167,5864,Low
M5,2010,North America,Black,Diesel,Manual,3.3,124837,76678,9533,High
3 Series,2017,Europe,White,Petrol,Manual,1.9,46896,99927,8745,High
M5,2024,South America,Blue,Electric,Manual,2.0,155175,76924,1796,Low
X5,2021,South America,Red,Hybrid,Manual,4.3,26800,72937,1973,Low
5 Series,2012,North America,Black,Electric,Automatic,2.7,99647,86998,1892,Low
M5,2014,Europe,White,Electric,Manual,4.4,73268,98749,335,Low
X3,2022,Africa,White,Diesel,Automatic,3.2,576,96752,7370,High
X3,2013,South America,Red,Diesel,Manual,3.7,105214,105554,588,Low
X1,2019,North America,Silver,Hybrid,Automatic,2.9,161739,84224,4278,Low
7 Series,2017,North America,White,Diesel,Manual,2.7,72258,95235,499,Low
X6,2010,Asia,Red,Electric,Manual,2.3,180396,103056,3972,Low
X5,2019,Africa,Blue,Diesel,Automatic,4.2,36951,113833,5009,Low
7 Series,2021,Europe,White,Electric,Manual,2.8,87757,118858,9193,High
i8,2013,Asia,Silver,Electric,Automatic,2.6,26660,82318,7267,High
5 Series,2015,North America,White,Diesel,Automatic,3.3,199787,101909,9959,High
X1,2014,Africa,Grey,Hybrid,Manual,3.0,87109,72738,7967,High
i3,2011,North America,Blue,Electric,Automatic,4.4,67250,100368,971,Low
5 Series,2020,Middle East,Blue,Petrol,Manual,3.5,37550,106589,5568,Low
i3,2024,Europe,Black,Hybrid,Automatic,3.8,75550,84588,8537,High
M3,2016,Middle East,Black,Petrol,Automatic,4.7,183087,73250,4446,Low
X3,2020,Asia,Black,Electric,Manual,4.1,120756,79036,3133,Low
5 Series,2015,Africa,White,Petrol,Manual,1.7,114491,111629,7531,High
3 Series,2017,Africa,White,Diesel,Automatic,3.2,15488,78082,5781,Low
X3,2013,North America,Blue,Petrol,Automatic,3.6,141505,95560,8817,High
i3,2018,Europe,Black,Petrol,Manual,2.2,140763,74133,1374,Low
X5,2012,Middle East,White,Diesel,Automatic,1.8,143894,98902,208,Low
3 Series,2022,Middle East,Blue,Diesel,Manual,4.4,45656,109145,4719,Low
5 Series,2012,Middle East,Blue,Electric,Manual,4.2,159333,80766,6269,Low
X6,2014,Middle East,Black,Electric,Automatic,2.3,49146,92416,3044,Low
3 Series,2021,Europe,Red,Hybrid,Automatic,2.6,69766,106853,1838,Low
7 Series,2015,Africa,Blue,Diesel,Manual,2.5,191408,72816,7634,High
5 Series,2014,Asia,White,Petrol,Automatic,1.6,98407,119012,5839,Low
7 Series,2010,South America,Red,Electric,Automatic,4.2,118156,109561,2009,Low
M3,2014,Africa,Grey,Electric,Automatic,4.5,36266,108677,8678,High
5 Series,2018,Europe,Red,Petrol,Manual,4.4,169867,90591,7618,High
3 Series,2021,South America,White,Diesel,Automatic,3.0,51063,117490,2299,Low
X1,2019,Europe,White,Hybrid,Automatic,4.1,88013,76899,9933,High
M5,2010,South America,Blue,Electric,Automatic,3.9,139586,88012,8551,High
7 Series,2023,Africa,Silver,Electric,Manual,3.8,117510,79905,9006,High
7 Series,2022,Africa,Silver,Diesel,Automatic,3.7,46598,97468,6078,Low
i8,2020,Middle East,Silver,Hybrid,Automatic,2.0,40623,108861,6462,Low
3 Series,2018,Middle East,White,Diesel,Automatic,4.5,154329,73392,7889,High
i3,2024,North America,Blue,Electric,Manual,4.2,152179,93988,2084,Low
M5,2015,Asia,Red,Hybrid,Automatic,1.8,54636,116729,4766,Low
X6,2024,Europe,Grey,Diesel,Manual,2.1,75841,108867,6839,Low
i8,2017,Middle East,White,Petrol,Automatic,1.8,52327,74005,8478,High
M3,2023,Asia,Black,Electric,Automatic,2.4,196238,109772,1993,Low
5 Series,2024,Asia,Grey,Electric,Automatic,4.7,124858,114997,7692,High
M3,2022,Asia,Red,Hybrid,Manual,4.6,156811,88747,775,Low
M5,2010,Europe,Blue,Electric,Automatic,4.0,52357,70378,1317,Low
i3,2013,Asia,Blue,Diesel,Manual,2.7,52711,117713,817,Low
X3,2017,Africa,Grey,Petrol,Automatic,2.0,81545,86709,4401,Low
